Is_contract,Creator name,Creator address,Contracts,Bytecodes,Selfdestructed contracts,Ephemeral contracts,Addresses,Addresses with reinits,Contracts at addresses with reinits
true,customIcoToken,b3d8630e2b5c9199131956d3b373603a0e22f806,50,1,50,50,50,0,0
true,,8d73c02eabed8d775ef81ac4a21a61356594d4d5,50,1,50,50,50,0,0
true,customIcoToken,8e19535d42d91d94d2ee2362f75c7d09fd817c49,50,1,50,50,50,0,0
true,,3492c0165c96f3916056b8a03128916f37df3c5e,50,1,50,50,50,0,0
true,,33b03158122d21fd2e198475806b5ee32cb361c8,50,1,50,50,50,0,0
true,,8e9d2f2060dae6c6f481641952dbd554253f7bb5,50,1,50,50,50,0,0
true,customIcoToken,8ed311926b3d896b783f84c8b5bd88aec0bb4532,50,1,50,50,50,0,0
true,customIcoToken,0b1a38e0fa59ed1bbb9baef7ee9468687bf0bfc4,50,1,50,50,50,0,0
true,,124a34415f4c4563b5b491d34af124ead05e5643,50,1,50,50,50,0,0
true,,000000000057c5ac6bdbd9aea47cfc3e3eda274c,50,1,33,0,50,0,0
true,customIcoToken,916b59d7c23e712597e0ee3142925364d87a4705,50,1,50,50,50,0,0
false,,ff7766715a9ea89007a2fc6d2c2d7b6909490e25,50,40,3,0,50,0,0
true,,afcc4efe24734e1c52c691a5a7ecc29c1d7de9d8,50,1,50,50,50,0,0
true,,32cdba5f4bd31e6cd79a0b45b4d111079cf8caa1,50,1,50,50,50,0,0
true,,968deabdf566c2f8b0717b2fa708f7cc045219f1,50,1,50,50,50,0,0
true,customIcoToken,96a2ef76a81aba78c58acd704eb5c6a625c424cd,50,1,50,50,50,0,0
true,,a409c698bd47470034c5b837219bfe14fd2dcecd,50,1,50,50,50,0,0
true,customIcoToken,10e0412dd866c94da0099a810fc84e73a92981c9,50,1,50,50,50,0,0
true,customIcoToken,97269d3dabfcd5c226ca15e165bcd4aa50dfb52b,50,1,50,50,50,0,0
true,customIcoToken,9785d9b71baad0ba148b69360b8f03ef9ede0102,50,1,50,50,50,0,0
true,,9795383014775badee7e1ad0a65f7720240e614f,50,1,50,50,50,0,0
true,customIcoToken,97e863f4a9ac2d69b91f403b38b06dfa290050cb,50,1,50,50,50,0,0
true,customIcoToken,ac9edf158dde74fbf597a2797e5d0cfaf712f394,50,1,50,50,50,0,0
true,,9890d0870cc517f1adc5d82864533762d56a1e10,50,1,50,50,50,0,0
true,,1044081f6216b0fad6cc438f8df1f04169195d89,50,1,50,50,50,0,0
true,,9f4c3d24b712c4b429b91e27c71a1bfb2d0b7936,50,1,50,50,50,0,0
true,,9e47d876c37519b31b19a19e8e7a4f89f9e7eb73,50,1,50,50,50,0,0
true,,9ae2c1e78953868bcbe47741b4e18490897f71de,50,1,50,50,50,0,0
true,,a95ec3f4c774204da3a572fa4b1e42313bb261f9,50,1,50,50,50,0,0
true,customIcoToken,9b3f1d977e3120ee22b9c29bc7b1408f8140dd10,50,1,50,50,50,0,0
true,customIcoToken,a6981d3bf95c76604313348b96877e5796611204,50,1,50,50,50,0,0
true,,9c09597a5afe2e2a6363f69f51ff5e68028912d3,50,1,50,50,50,0,0
true,customIcoToken,9db90166196a547883fbae84774f9d51a999f62c,50,1,50,50,50,0,0
true,customIcoToken,9d907a191b5ce61f413c61dd3dc46471c988a42e,50,1,50,50,50,0,0
true,,a7f2f37a5c0d6901f1b8a76eeef8c8aded4e69af,50,1,50,50,50,0,0
true,,9dafeada7846d7022b2ba6aa7cc565f5ef4ad593,50,1,50,50,50,0,0
true,,0f474f0deeade4e0abe79e09fa318f5731c45936,50,1,50,50,50,0,0
true,,a760b58d5ed30341b7ed44f98a50987553ef8cb0,50,1,50,50,50,0,0
true,,52b069685384ca98787a7414995653d22f92f312,49,1,49,49,49,0,0
false,,fd2605a2bf58fdbb90db1da55df61628b47f9e8c,49,43,3,0,49,0,0
true,,051509220d706742521c4ab65f8c7a85b0b9421b,49,1,49,49,49,0,0
true,,32a4beaef3d35065605bdc2591fface49d2c0794,49,2,18,18,49,0,0
false,,56810b290e67768ed3895f44935ad305a01a5764,49,3,8,0,49,0,0
false,,0c26a6dbf6b285145ca4f64397a521f8b5e49a79,49,29,3,0,49,0,0
false,,f5ec0ec4770802475dfa6381f1935d70b6217099,49,49,10,0,49,0,0
false,,f14bd6c704291fa621bec7fae429148a10f79707,49,47,5,0,49,0,0
false,,c068ead86c8f732753d6959a5a4b58b354280480,49,19,5,0,49,0,0
false,,3cf99b53bbd529b9d4c3418874e4efbdaa334dab,49,33,5,0,49,0,0
true,,182da5c5f540dfc036e93d24797a09be29cdd49d,48,1,48,48,48,0,0
true,,c97581852255b37492598a20111dd2b9809de9e3,48,1,48,48,48,0,0
true,,dbd631695a6f8bb733d96c68e6b92dd5cd3cedd3,48,1,48,48,48,0,0
true,,092c57e8becc31ae8a18208108e7d27edad159a9,48,1,48,48,48,0,0
true,,c3ad08deb6ee3094bb23915e0ce781861e825a13,48,1,48,48,48,0,0
false,,852c6ef3564657afed80fc21cac72b9e075e1630,48,44,4,0,48,0,0
true,,e36d76da7431d38d1958ef0367785030d523fa17,48,1,48,48,48,0,0
true,,4c9cea68dd2b9f97cb44838bcdcf7e45b7d51e8d,48,1,48,48,48,0,0
true,,217233273733b094c00115485d9bb903c4b144fa,48,1,48,48,48,0,0
true,,627a889b053eaab4a4f2f3156611f54509f94c84,48,1,48,48,48,0,0
true,,63c066fba7ce32dfbedbcfb9a72a99ac1b364538,48,1,48,48,48,0,0
true,,47a969b5e1c3c5e322abebead5e193e9b8bff67f,48,1,48,48,48,0,0
false,,09758870d5d8b8e1478e730958cc4165103f0b6d,48,1,35,0,48,0,0
false,,985a7cc0c6d90948b50bb89dbb29a695936e6d56,48,2,1,0,48,0,0
false,,000006acbded8c0f48c88d72f2bcda42618fee4b,47,44,17,1,47,0,0
false,,6ac672230c3ba9e23cc4838e94c1de07f4298c34,47,41,1,0,47,0,0
true,,7b9a7c199d4df43be19208cb61a453b9e4c8a4ce,47,1,1,0,47,0,0
true,WorkspaceFactory,7a237f06f85710b66184afcdc55e2845f1b8f0eb,47,1,1,0,47,0,0
true,,33041cdf043f6495fc78357bc71cb8f88a1563da,47,1,47,47,47,0,0
true,,44143906ebd366bc710b62a09060dd2ce7ca6fdc,47,1,47,47,47,0,0
false,,68916b671f931d2c52e74798e8f03d7fecb0be63,47,1,47,47,47,0,0
false,,a77ac35aa49536cd0539798eeb2fee1b72f64679,47,33,1,0,47,0,0
false,,f473d5dde1ce593d09d2fd7b0ddb1eba3974e782,47,17,1,0,47,0,0
true,,3a8e3216f8ca0351aec8ab2e06585e3c96b9f499,47,2,1,0,47,0,0
true,,c2002d7ba143e5fdcfca9d6783a6e02b4b664faa,47,1,3,0,47,0,0
true,,0f575d9c2792aa915551599a63166d8343a357b6,47,1,47,47,47,0,0
true,,6d2e0b2817a4603b1a611a71e73982eb8d870048,46,2,40,40,46,0,0
false,,77c0fd531157050febfcad81db27db87ed8319f5,46,40,21,0,46,0,0
false,,53786e5722f854a62783395dcdc27d633a9b063e,46,33,2,0,46,0,0
false,,c1f9bb72216e5ecdc97e248f65e14df1fe46600a,46,46,1,1,46,0,0
true,,5094aa22c91384fc3fd5af2f62d827bbf685e79c,46,1,46,46,46,0,0
false,,00a7ca00471d62dece1b52ab409b8307836072c3,46,45,3,0,46,0,0
false,,c54100fc034d412c21ba92ccf2d916374ac22555,46,21,30,26,46,0,0
false,,dc48c9b99a94ffd60557ed6dc9a4649db0fb2b33,45,13,8,0,45,0,0
true,,20ffd3f80b94bce2511b0cc438dc67d289603400,45,1,45,45,45,0,0
true,,77b6dc0f32348401b14ac2058045e63ac79fb550,45,1,45,45,45,0,0
true,,0e78849997676d5a455729694baa4dfc83f31e85,45,1,45,45,45,0,0
true,,716065644a70c38b0999a131f504d2e66f6f26d3,45,1,45,45,45,0,0
true,,70eff1a426cb3a99f56ac8a694aea8abcb35a33b,45,1,45,45,45,0,0
false,,6fd3e523d6cb3316ea17962518cc1579de05a623,45,34,2,0,45,0,0
true,,22455818bd674f5342cadf7d47756c9d4f84f3ca,45,1,45,45,45,0,0
true,,674d3ad241432e8732742d55293bfcda4c76b4b5,45,1,45,45,45,0,0
true,,d233262cdc983c4478a331f1d5d2fb742eec42fa,45,1,45,45,45,0,0
true,,1e774a550f306601dde37fbdabb42fe24c00b957,45,1,45,45,45,0,0
true,,ec033afef1241066bbcf5047ebc207143344df66,45,1,45,45,45,0,0
true,,1245a242d5da73abb3b3576c933df4f46e75d8ff,45,1,45,45,45,0,0
true,BurnableOpenPaymentFactory,38b394cd27c3b0d865f58a4512b65c7b0ab6db66,44,1,25,0,44,0,0
true,,455c5c911b6576b7c5c9bea9149802ba446720ed,44,1,44,44,44,0,0
true,,7c33e76212e7d5f1aea1da2859e688476c38df54,44,1,44,44,44,0,0
false,,aacbd9dc15c6f8cb596107e843cdeb6d237476f2,44,41,1,0,44,0,0
true,,356cc2634692d93b412d6412edf0758cc3e9aaca,44,1,44,44,44,0,0
false,,9072e8886356dbb4ffcb7a4e129a1646662bb087,44,14,21,0,44,0,0
false,,b3311c91d7c1b305da3567c2320b716b13f24f8a,44,23,5,0,44,0,0
false,,641ad78baca220c5bd28b51ce8e0f495e85fe689,44,43,1,0,44,0,0
false,,4f4b49e7f3661652f13a6d2c86d9af4435414721,44,39,7,0,44,0,0
true,,595712dc42267fb55c4a4a12f90355948567375f,44,1,44,44,44,0,0
false,,2593be17dd1c31b4c124a18bac3a7ae19567ae37,44,37,1,0,44,0,0
true,,1fe0d7b562047ffdef1c5eeab6afae6ebf53de75,44,1,44,44,44,0,0
true,,22b1f29af30bfcd20a04695a62f021b6816c5d19,43,1,43,43,43,0,0
false,,5e8034131fa11bbe4cef65661a0c110bc7781a05,43,42,39,0,43,0,0
false,,4bbc2ef7e5482b88e8c9c4bc05c5a3d3ff2b03c7,43,10,5,0,43,0,0
true,,9771f910926537ad3c33e997bf7f38eec06391e6,43,2,10,10,43,0,0
false,,9013f5c4aae2ad2096709631e6b5c868703a7ca4,43,39,8,0,43,0,0
true,,c588c75c5bfab5e9e8036ebaaed75b3382d49f49,43,1,43,43,43,0,0
false,,fe963733c5948e4d3b07898e391bb6ae855f1b33,43,37,1,0,43,0,0
false,,8688a84fcfd84d8f78020d0fc0b35987cc58911f,43,33,6,1,43,0,0
false,,81b69a3ede12a18a5b78c1206635b3857ec19022,43,43,13,0,43,0,0
true,,85d6806ef63859cfac8098e3e697789d2828d1b7,43,1,43,43,43,0,0
false,,cc03fd7994f68e9d5c88316e1c9cce240549e0bb,43,39,2,0,43,0,0
true,,ce81300dd03d8b9af27c7fec2b0ccf77d0851788,42,2,1,1,42,0,0
false,,b8bbf36ba36fc78f3f137c514af33709fffba604,42,21,3,0,42,0,0
true,,14d326cac8a53b2f2153326cef15c07a2b29d3bb,42,1,42,42,42,0,0
true,,babee0a5cd25304c52defe891e3ce48214bc2da2,42,1,42,42,42,0,0
true,,928a6f1d6a7dd10f71d34be47b82e5758cf9b6dd,42,1,42,42,42,0,0
false,,03f4bc3eaf927973391f2ea8483a2a35390383cf,42,4,37,0,42,0,0
false,,30c9223d9e3d23e0af1073a38e0834b055bf68ed,42,7,1,1,42,0,0
true,customIcoToken,9497f02814f7ef6e2044ca8828b348ffa2803cc3,42,1,42,42,42,0,0
false,,b6052a08ffad405ce2bffd714c580447afe20c80,42,35,1,0,42,0,0
true,,a683a2ab247b6f59e7f40006ffbcc94317622fe5,42,1,42,42,42,0,0
true,,e886ef0d58dc6aa1abe20a0d262559d50e2f2400,42,1,31,0,11,7,38
true,,42e4fe02c0b890de2d4182f2ceb3da4ff46a4852,42,1,42,42,42,0,0
true,,09b938e9f79d005bb8f34d399859fd56a733975a,42,1,42,42,42,0,0
false,,85abe8e3bed0d4891ba201af1e212fe50bb65a26,42,34,1,0,42,0,0
false,,fcf7a2794d066110162addce3085dfd6221d4ddd,41,9,7,1,41,0,0
true,,5dd660e7f9c71b81217b367c5162d10bf1b2ca0f,41,1,41,41,41,0,0
false,,720ff6df04f422abd24595d23ed40f21888e7904,41,38,13,0,41,0,0
false,,81ebd07c0a0c150426c6ed75ab990787173f83bd,41,41,17,0,41,0,0
false,,00fbfe2c872fff6e743fe60a932bace2c6958a86,41,9,3,0,41,0,0
false,,a732e7665ff54ba63ae40e67fac9f23ecd0b1223,41,11,1,0,41,0,0
false,,35700c4a7bd65048f01d6675f09d15771c0facd5,41,35,4,0,41,0,0
false,,9dfa1e690d79bab2ace5135e59caac6ac8d5572a,41,39,26,0,41,0,0
false,,c249f1b41beaa159674f6959f79fcc6fc5671520,41,38,3,0,41,0,0
false,,829bd824b016326a401d083b33d092293333a830,41,1,41,41,41,0,0
false,,f0edfef8f0bb5ffd71c667b17bca465e6ecc73f0,41,34,17,0,41,0,0
true,,810ee75cd29860af242d6f9ee975100532bba32d,41,2,8,8,41,0,0
true,,5e60553d103efdd30a3a80d4952814d8fafd3a8d,41,1,41,41,41,0,0
true,Nftfy,727638740980aa0aa0b346d02dd91120eaac75ed,41,2,3,0,41,0,0
true,,ea8fa0d070088dcb43bf98b928b3c1a417c7821a,40,1,40,40,40,0,0
false,,fdff6d471a57e0fc4175a1ecd478372f8e6698ef,40,7,1,0,40,0,0
true,customIcoToken,fc0a8c7469318ab68a1989f285b56bc2548fcd0c,40,1,40,40,40,0,0
true,,fb6366aaf23c1a14fa6a07db7f8635b8aafba6df,40,1,40,40,40,0,0
true,,fb156fa0f5d7b64ab8ae805ce7149ccd6f8fd787,40,1,40,40,40,0,0
true,,f97aafb4cb3bac2e7d145650f577a454837b6bd4,40,1,40,40,40,0,0
true,,f382b3af484a09e3fe452d3fc8731e2a37ff4c4e,40,1,40,40,40,0,0
true,,f29e66ed6e28cee3847b7f9bd2dd6e2220a3d6f7,40,1,40,40,40,0,0
true,,f00a87c110c834ea31ab303f05ac957cd35454c5,40,1,40,40,40,0,0
true,,e5d0b5dd0dab04a8f02ae3293c26b7de57034a21,40,1,40,40,40,0,0
true,,e579dce1f3a30b993f5423d498e4e85686c136e6,40,1,40,40,40,0,0
false,,00da7ac131fad2c45a3906d985da3bdd6b96e8ee,40,38,19,0,40,0,0
true,,de649b5583a7e4e4449dc7e2ee0b03d37a7f60ae,40,1,40,40,40,0,0
true,,ddfb7916018a5286abaf1783b3d4b66538d37b08,40,1,40,40,40,0,0
true,,dd354637cce39b7e5d4bdfebda565f700f1989fe,40,1,40,40,40,0,0
true,customIcoToken,db94f1ffb471c82d31fbe911b8ed9dc21a98158a,40,1,40,40,40,0,0
true,,db0c9a2a4faa0de555a38e97ecd86b9b5c624ba9,40,1,40,40,40,0,0
true,,d86f223761237017e58c8e369aa57cac5051879c,40,2,1,1,40,0,0
true,,d74ae2d4b9f035dd8a2ee320562c3ba84d74b9cb,40,1,40,40,40,0,0
true,,d2d777d7a2a603d007cae9bd784b9ac2544826d5,40,1,40,40,40,0,0
true,,cd7fab5f0ae977deee5e47106303d9c6eb93e1f5,40,1,40,40,40,0,0
true,,cbe759b1ae4e0b0364d63b720b1257971198c9c0,40,1,40,40,40,0,0
true,,cb4741c03edc684e1b0ce628fda65a6dc2dfb06d,40,1,40,40,40,0,0
true,,0510db70b5471277c12ab82ce345800b44a5098e,40,1,40,40,40,0,0
true,,ca26f8f78e41a4e38b876cac08846f13827174b9,40,1,40,40,40,0,0
true,,c852dff64d4287e8bd0e512a018bfb63c7d8edd1,40,1,40,40,40,0,0
true,,c7ad00a8340e30637a4403438f0bbb2471d85535,40,1,40,40,40,0,0
true,,c645c9251314d7c5a4ab88e826ae49ea1be2d9c9,40,1,40,40,40,0,0
true,,c4b0dc2f505bbabc25b2b1dfd33cc7191d4a3a01,40,1,40,40,40,0,0
true,,c4255e75c72349c8c4f1162fcdbec70b5f94378f,40,1,40,40,40,0,0
true,,06ed59f2a895f4d2afb46b5b82f68561d7520688,40,1,40,40,40,0,0
true,,0791756e48522f17ea300212953ea8a574937b81,40,1,40,40,40,0,0
true,,07fae7f2dbfedb7fa732083dc98912615c8f42ef,40,1,40,40,40,0,0
true,,08272ff9db31a749fdb9a07e34b58bb055f4127b,40,1,40,40,40,0,0
true,,bde8ab15f7c15b06d4005655670cbfccca747330,40,1,40,40,40,0,0
true,customIcoToken,083bad87ecd695c87d139e2565ba35e27ff3319a,40,1,40,40,40,0,0
true,,bc00b8111bf600c76dc80dcc36d8cbde9bd469e8,40,1,40,40,40,0,0
true,,bbd6a4baadc5bab123909d88e8add8d259be06f4,40,1,40,40,40,0,0
true,,b9c31314533f11bfdfb44525d12bcf4c40761bf8,40,2,1,1,40,0,0
true,,b8adb70eb4e2dd62dc913d4ff9ee0657bc4cabd3,40,1,40,40,40,0,0
true,,09c80486b89eaddd1b9d461a09723b083212f97e,40,1,40,40,40,0,0
true,,b6b0e18f9fd1cbaac675d64ff177ec1892bc7821,40,1,40,40,40,0,0
true,,b11726388c41011a21845a12c45abc73df7aa4a2,40,1,40,40,40,0,0
true,,b0ebab5ee5e063d8c786831e672cc619a2cceecb,40,1,40,40,40,0,0
true,,acddf037bfb98dc5ca1ca8d96f5ae66ab0153796,40,1,40,40,40,0,0
true,,0c8c2b9563a031d2914348b7af3b6e16af32a573,40,1,40,40,40,0,0
true,,aa246d97eb824d43c23b36c4217244a39cbfc91c,40,1,40,40,40,0,0
true,,a983fe150fa7a9425abd792297e67fed5e1225b1,40,1,40,40,40,0,0
true,,0d44d4212f0566fe62d0943fbacc74a95dd9fb1e,40,1,40,40,40,0,0
true,,a70b1509662c7642a27e9f6df8d88357f7a4a751,40,1,40,40,40,0,0
true,,a5b045666e6b6f4556099751a622abc2be37f608,40,1,40,40,40,0,0
true,,a459f360db9b5f85677864e657042bbad9915be2,40,1,40,40,40,0,0
true,,a2da039a3b6a523bcb9a8d0a5f86712f492526ce,40,1,40,40,40,0,0
true,,0e3d546cd33f1a1192c0d1f786b8d391a6842eda,40,1,40,40,40,0,0
true,,9ec84bc1a7fba7c1d714da248998a36202dc6fbc,40,1,40,40,40,0,0
true,,9cf45b27dd836e7828e96e516e3ea40d2196fb49,40,2,7,7,40,0,0
true,,98e57161d5018f6de080b9bd611348bf66ad63f0,40,1,40,40,40,0,0
true,,96fcdeab5743d266faa19aaed1da56d83a72d3ad,40,1,40,40,40,0,0
true,,946fb216cf0842f810d21da35e6e2d3b820dfda9,40,1,40,40,40,0,0
true,,93aea0befcf4c32f0cdeaab893364fa19f949d3d,40,1,40,40,40,0,0
true,,11e97876e7b936515e273cf01d073017ae76c21e,40,1,40,40,40,0,0
true,,8d6efca7f712e5864d74e0c71f312c18ac8bf365,40,1,40,40,40,0,0
true,customIcoToken,8d0d2a6eb64f2a5f57c9e49f68df43ee684a840f,40,1,40,40,40,0,0
true,customIcoToken,8a667c0eb917c3b6df625711f1332754d3b408a2,40,1,40,40,40,0,0
true,,88fc05f7d1898fc94b79df473299f66f179a8be1,40,1,40,40,40,0,0
true,,86e9d6d4f4a775d36c073b9118224e28ced7c8dc,40,1,40,40,40,0,0
false,,82ab1649f370ccf9f2a5006130c4fca28db2587e,40,23,5,0,40,0,0
true,,8117c0769d56669d92c82ca091ef68692a79385c,40,1,40,40,40,0,0
true,,16d79e86a23f81e10e5cc6e572f3bc9955168385,40,1,40,40,40,0,0
true,,7f61ddd990fc1a65ba1d5e6f92b2e4b1b2af4047,40,1,40,40,40,0,0
true,,7c0c75157ee50fc23370090024a6957797772de6,40,1,40,40,40,0,0
true,,790c31918831517ae96caf792ed9b8d6186d5f78,40,1,40,40,40,0,0
true,,19b25d337d9f0c4950de932a1c7f03c8340e7522,40,1,40,40,40,0,0
true,,74dd98941a42ed9e8b88254edac406cffdf27ad2,40,1,40,40,40,0,0
true,,73a3f155e00b56c3ed5615628f3ed89092bbff20,40,1,40,40,40,0,0
false,,1b0dff20922e219276ff0a3496afdc02d92948a2,40,6,36,35,40,0,0
true,,703e7167c4b079a7fb7ef286db3f5cc112d62e6c,40,1,40,40,40,0,0
false,,6f692c070f3263d1c3400367832faf5ccc6cd2f2,40,27,16,0,40,0,0
true,,6f4318dda31add8069cfab9cc8a48ffc6b3fb372,40,1,40,40,40,0,0
true,,6ee54a34ae35a459546cabda8c43485ded88f0cc,40,1,40,40,40,0,0
true,,1c506c55bb96b1ef211cefdf56737ae599b9edc8,40,1,40,40,40,0,0
true,,6d2c89f757565e26e3a8f1c4bdf06d81d595aa13,40,1,40,40,40,0,0
false,,6d28515bf27529843f14dc75cc7ee95a4783e3a1,40,40,23,0,40,0,0
true,,6cc53415e6e6cb57929362140bde0f7a8be1c794,40,1,40,40,40,0,0
true,,1d3feecb1d2d00a2893cac7eadc437652dfbf7f8,40,1,40,40,40,0,0
true,,6a711122343311b735f7bd3591a3ca30555b1b4b,40,1,40,40,40,0,0
true,,1e3703b9d0f0e48ec7ef0dcbea5e255f79d0f9a4,40,1,40,40,40,0,0
true,,64588c0c26f27c02ce8e0c5aac76755b33aa91a8,40,1,40,40,40,0,0
true,,1f3dddb7935172f991d0e557f526a67930bb897c,40,1,40,40,40,0,0
true,,211503ac0dfae9956a53f68d51e73d0cd8a36db3,40,1,40,40,40,0,0
true,,5bcf44750064403572f0f92d184809dddfb2f8ac,40,1,40,40,40,0,0
true,,5bb8b8edf39f5cabc2c3fdde8aca6bfc1df7ead3,40,1,40,40,40,0,0
true,,5479d652397a113ad925777c36a35314b7ac8990,40,1,40,40,40,0,0
true,,231bc3d02838e088b6f4805b8b61130e7d6a467b,40,1,40,40,40,0,0
true,,5339fce01a3a3a9979cf32b386f78d62e86cacdd,40,1,40,40,40,0,0
true,,4f284fc4bd72d37f6e3c79e4aea52782056f55e7,40,1,40,40,40,0,0
true,,4cefce413710c703b7ff4453e81f65076ccdfa5e,40,1,40,40,40,0,0
true,,25371f616e0419f449a1b7f3a7a6d40ccdadff70,40,1,40,40,40,0,0
true,,4be8d236e6bb93f1df0adb38282f7ec1371f4aab,40,1,40,40,40,0,0
true,,483115ced161c647ea4b7d647c2c546bae6fc7be,40,1,40,40,40,0,0
true,,46d1d4efc09a5369c4857cb066e3c8cfcb656daf,40,1,40,40,40,0,0
true,,288a2630152fa40a6937cfe1125148bfc601eed4,40,1,40,40,40,0,0
true,,3c225d812b251b1e6956fd6283537bb87bcc948a,40,1,40,40,40,0,0
true,customIcoToken,3b91b016be629b32d0c8a643354cac8ba83fb9f9,40,1,40,40,40,0,0
true,,3a3c791e20b1a5400d1f65d04dcb5c0cb178c7d4,40,1,40,40,40,0,0
true,,3730aa6c3eb4a7fb304727ce2e5ecbbc7e87d38c,40,1,40,40,40,0,0
true,,36f91db7c7349cdb32a7a4538c348d3d273222dc,40,1,40,40,40,0,0
true,,2a46933e95d6a4edeadf64aaf97d996ed073aed1,40,1,40,40,40,0,0
false,,3550c1727fa664a94089140f32094de64c0e9967,40,29,4,0,40,0,0
true,UniswapSwapperFactory,f3e646006bf1ddce3dcf2981a3dfdff50b74aab9,39,1,39,39,39,0,0
false,,e9bba48c3e600b2f90dbd54ae4d3c6bcafc0bc21,39,39,14,0,39,0,0
true,,c6f2383bc554b6b1cd5bcd2ed8410c75d14a4736,39,1,39,39,30,8,17
false,,3d6f242c8832498483980adee6fd891c8e0c033a,39,33,35,0,39,0,0
true,,00e5cf9513986d3eecc465dc240069beca154312,39,1,39,39,27,8,20
true,,03545176931f081c51b8640ac932a8de361a4b8a,39,1,39,39,39,0,0
false,,856a4619fa7519d53e6f3a94260f55de62b83eeb,39,39,2,0,39,0,0
true,,15841ce7660aac949dff19e46889b20ca615414a,39,1,39,39,39,0,0
true,,d97b219efe2fe89559cb5c9a5da75ce49be00b50,39,1,39,39,39,0,0
true,,6be68f016d834361da3b94433cd470924346616a,39,1,39,39,39,0,0
false,,a9123b5fd4b0975f8ff11f1de121e3bcf59d9a0c,39,28,3,0,39,0,0
false,,5c035bb4cb7dacbfee076a5e61aa39a10da2e956,39,33,4,0,39,0,0
false,,af26f7c6bf453e2078f08953e4b28004a2c1e209,39,39,39,0,39,0,0
true,,3d200f87414194e43c45839f754edcd093fd03f6,38,1,38,38,38,0,0
false,,f90dee3568c20fec69a32d2c3b8cb2efbb5533c2,38,17,5,0,38,0,0
true,,3075997404b9334b8b9dedf27ed3bad0ab7a39a0,38,1,38,38,38,0,0
false,,ea5cdc6625416c87913180847ace2bf42dbb422e,38,25,5,0,38,0,0
true,,f71c2a5f92d0f41e7e0e9407d40462382418772f,38,1,38,38,38,0,0
true,,55bcba18655893fbd75924d4d87f188b0a850e73,38,1,38,38,38,0,0
false,,bad6f174c8267d8b9d7c1006f56fb63e64a84488,38,19,2,0,38,0,0
true,,fc3fd7d73bdf6d1f0b78a8843dc7e30d0bdbc78f,38,1,38,38,38,0,0
true,,e7d37f01c2c7dcb25a25adea638cd72be035269f,38,1,38,38,38,0,0
true,,6924669e232e3b03892f68b4ef172ac77205bf4d,38,1,38,38,38,0,0
false,,3d4622e93725897d16ea14526ce1e5c7aa169323,38,36,1,0,38,0,0
false,,bbc1232bd1b165407911c2cdb98bc49b4e043ce9,38,38,1,0,38,0,0
false,,2ed06a470f12ddeccea3f2dec6fb4faafbb19b90,38,35,4,0,38,0,0
false,,ddf543429e415a262e7617d76196621cb8375d20,37,37,12,1,37,0,0
true,,e0a12d426f61e7b586dd4d1821b0e0c08d8f0566,37,1,37,37,37,0,0
false,,ef49d7bf6cd9a01fa487f94d4e79a6be31f89a34,37,29,2,0,37,0,0
false,,bb5eb03535fa2bcfe9fe3bbb0f9cc48385818d92,37,33,1,1,37,0,0
false,,d883a8447e9a3f230dfeb01b5e01cfb56b2c5a90,37,37,36,0,37,0,0
true,,341b9fb76ba9a0707cf451e0d492bc0f7999acc0,37,1,1,0,37,0,0
false,,942fe23716c20823aab7dad506ea988b869db871,37,5,1,0,37,0,0
false,,33739c7f047522739748f1d50abfde2bc648e265,37,35,29,0,37,0,0
false,,6e501a610beaf152ad48b865a7f4d6ced8f2bae5,37,30,31,0,37,0,0
false,,74768c5bbd459d56dbd47b63e14b8bfe81565538,37,35,13,0,37,0,0
true,,95f5ea1aac538022cb0559f3646d31a4fce1ff2e,36,2,1,1,36,0,0
true,,e8fa20a3c259a42870f8e8fabad8037ce769288c,36,1,36,36,36,0,0
true,,1535bb619914e2da1572302c3d30f72b35ed0d3a,36,2,11,11,36,0,0
true,,49bd249f77165b98feae5a2f9581609f45e91cc9,36,1,36,36,36,0,0
true,,d6adaf06ebcd08679e5f287c526d86cbe955a2bc,36,1,36,36,36,0,0
false,,e9c4c4f17478dc8f9bb75a77cdf7e7a6e4c00319,36,25,2,0,36,0,0
false,,dbda819b4166eddd54e4f98b48550bc43a3de2ad,36,28,1,0,36,0,0
true,,b141734401e9eb10ad1741b5cdb58af63a59ca4a,36,1,36,36,36,0,0
false,,245133ea0fb1b77fab5886d7ffb8046dfeff3858,36,35,25,0,36,0,0
true,,a281692418f3692b762bea2eed6600feb9898d36,36,2,6,6,36,0,0
false,,d9278954d1b60ee7844d8e9630dd4234afbebe5a,36,12,8,0,36,0,0
false,,e2388f22cf5e328c197d6530663809cc0408a510,36,25,8,0,36,0,0
false,,343123254576560466c3dadd5d855367f8826e68,36,35,12,0,36,0,0
true,,7be1d7abc9a09574ef00dedbf6bb3abd6cb43fa4,36,3,12,12,36,0,0
true,,19bc519f476e5c7ee2698a50570cf17ee2f97721,35,1,35,35,35,0,0
false,,4f574642be8c00bd916803c4bc1ec1fc05efa5cf,35,29,1,1,35,0,0
false,,e13540ecee11b212e8b775dc8e71f374aae9b3f8,35,2,34,0,35,0,0
false,,7931c90100285910556fd3c6406942995930ad34,35,19,1,0,35,0,0
false,,79bd7d159aba396b68d714af62e954fdef09d16a,35,34,6,0,35,0,0
